
--- Allocation time: 0.090627 (msec)
----- Legendre Init time: 3.609012 (msec)
----- Weight Init time: 0.020131 (msec)
--- Initialization time: 3.635552 (msec)
--- DotProduct time: 10428.491296 (msec)
Clean up time: 0.011334 (msec)
=== Total time: 10432.228809 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.356252 (msec)
----- Legendre Init time: 16.010455 (msec)
----- Weight Init time: 0.081938 (msec)
--- Initialization time: 16.139404 (msec)
--- DotProduct time: 10478.643924 (msec)
Clean up time: 0.012428 (msec)
=== Total time: 10495.152008 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.358174 (msec)
----- Legendre Init time: 16.009516 (msec)
----- Weight Init time: 0.080763 (msec)
--- Initialization time: 16.137778 (msec)
--- DotProduct time: 10472.324630 (msec)
Clean up time: 0.007947 (msec)
=== Total time: 10488.828530 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.362435 (msec)
----- Legendre Init time: 15.964281 (msec)
----- Weight Init time: 0.080575 (msec)
--- Initialization time: 16.090038 (msec)
--- DotProduct time: 10447.182239 (msec)
Clean up time: 0.007261 (msec)
=== Total time: 10463.641974 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.360186 (msec)
----- Legendre Init time: 15.991238 (msec)
----- Weight Init time: 0.079910 (msec)
--- Initialization time: 16.117579 (msec)
--- DotProduct time: 10354.417621 (msec)
Clean up time: 0.008708 (msec)
=== Total time: 10370.904094 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.357754 (msec)
----- Legendre Init time: 15.929824 (msec)
----- Weight Init time: 0.080170 (msec)
--- Initialization time: 16.057268 (msec)
--- DotProduct time: 10335.642713 (msec)
Clean up time: 0.007194 (msec)
=== Total time: 10352.064929 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.360047 (msec)
----- Legendre Init time: 15.960378 (msec)
----- Weight Init time: 0.079799 (msec)
--- Initialization time: 16.085177 (msec)
--- DotProduct time: 10393.996297 (msec)
Clean up time: 0.007617 (msec)
=== Total time: 10410.449138 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.372546 (msec)
----- Legendre Init time: 15.987765 (msec)
----- Weight Init time: 0.081829 (msec)
--- Initialization time: 16.115333 (msec)
--- DotProduct time: 10405.358647 (msec)
Clean up time: 0.007530 (msec)
=== Total time: 10421.854056 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.395690 (msec)
----- Legendre Init time: 15.987518 (msec)
----- Weight Init time: 0.080559 (msec)
--- Initialization time: 16.112873 (msec)
--- DotProduct time: 10347.224729 (msec)
Clean up time: 0.007611 (msec)
=== Total time: 10363.740902 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.364555 (msec)
----- Legendre Init time: 15.982994 (msec)
----- Weight Init time: 0.078545 (msec)
--- Initialization time: 16.107975 (msec)
--- DotProduct time: 10366.395898 (msec)
Clean up time: 0.009839 (msec)
=== Total time: 10382.878267 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000

