
--- Allocation time: 0.344056 (msec)
----- Legendre Init time: 13.157854 (msec)
----- Weight Init time: 0.019639 (msec)
--- Initialization time: 13.190398 (msec)
--- DotProduct time: 9693.081713 (msec)
Clean up time: 0.008494 (msec)
=== Total time: 9706.624661 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.338070 (msec)
----- Legendre Init time: 15.007578 (msec)
----- Weight Init time: 0.077117 (msec)
--- Initialization time: 15.128175 (msec)
--- DotProduct time: 9696.990606 (msec)
Clean up time: 0.007459 (msec)
=== Total time: 9712.464310 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.345451 (msec)
----- Legendre Init time: 13.245167 (msec)
----- Weight Init time: 0.020025 (msec)
--- Initialization time: 13.277453 (msec)
--- DotProduct time: 9690.245655 (msec)
Clean up time: 0.013601 (msec)
=== Total time: 9703.882160 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.339172 (msec)
----- Legendre Init time: 14.984941 (msec)
----- Weight Init time: 0.077204 (msec)
--- Initialization time: 15.106918 (msec)
--- DotProduct time: 9929.723485 (msec)
Clean up time: 0.012638 (msec)
=== Total time: 9945.182213 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.339172 (msec)
----- Legendre Init time: 15.003843 (msec)
----- Weight Init time: 0.078022 (msec)
--- Initialization time: 15.126896 (msec)
--- DotProduct time: 9695.211322 (msec)
Clean up time: 0.008210 (msec)
=== Total time: 9710.685600 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.340367 (msec)
----- Legendre Init time: 14.978749 (msec)
----- Weight Init time: 0.075794 (msec)
--- Initialization time: 15.095045 (msec)
--- DotProduct time: 9790.347255 (msec)
Clean up time: 0.006641 (msec)
=== Total time: 9805.789308 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.338679 (msec)
----- Legendre Init time: 15.005496 (msec)
----- Weight Init time: 0.076377 (msec)
--- Initialization time: 15.124074 (msec)
--- DotProduct time: 9687.448979 (msec)
Clean up time: 0.006632 (msec)
=== Total time: 9702.918365 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.332995 (msec)
----- Legendre Init time: 15.021954 (msec)
----- Weight Init time: 0.074980 (msec)
--- Initialization time: 15.140955 (msec)
--- DotProduct time: 9712.833256 (msec)
Clean up time: 0.006786 (msec)
=== Total time: 9728.313993 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.378960 (msec)
----- Legendre Init time: 14.967599 (msec)
----- Weight Init time: 0.074866 (msec)
--- Initialization time: 15.082790 (msec)
--- DotProduct time: 9868.915891 (msec)
Clean up time: 0.008584 (msec)
=== Total time: 9884.386225 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000


--- Allocation time: 0.339506 (msec)
----- Legendre Init time: 14.984407 (msec)
----- Weight Init time: 0.078193 (msec)
--- Initialization time: 15.105572 (msec)
--- DotProduct time: 9710.738473 (msec)
Clean up time: 0.006829 (msec)
=== Total time: 9726.190381 (msec)
Result: 421416852507953194233256815517126849383519687520064031170162875158741345272654130383225775810035731146941245950630230347540609691342266905088684934700670358139007997759717376.000000000000000

